Date,Price
6/18/2022,124.9534
6/19/2022,115.7285
6/21/2022,102.6686
6/22/2022,103.1445
6/23/2022,99.7185
6/24/2022,95.5631
6/25/2022,94.2596
6/26/2022,94.256
6/27/2022,94.8549
6/28/2022,93.3455
6/29/2022,96.5111
6/30/2022,101.3118
7/1/2022,99.0956
7/2/2022,97.7724
7/3/2022,98.2686
7/4/2022,94.7455
7/5/2022,92.1531
7/6/2022,89.7892
7/7/2022,87.8212
7/8/2022,86.0835
7/9/2022,81.6227
7/10/2022,81.8308
7/11/2022,84.7278
7/12/2022,89.9023
7/13/2022,89.2273
7/14/2022,87.76
7/15/2022,84.6758
7/16/2022,87.1796
7/17/2022,89.534
7/18/2022,90.856
7/19/2022,92.3779
7/20/2022,92.8795
7/21/2022,92.4262
7/22/2022,92.8129
7/23/2022,91.8444
7/24/2022,91.5056
7/25/2022,91.8003
7/26/2022,91.6135
7/27/2022,88.9804
7/28/2022,87.8957
7/29/2022,87.4458
7/30/2022,88.3842
7/31/2022,89.8663
8/1/2022,89.5967
8/2/2022,88.6354
8/3/2022,87.2405
8/4/2022,85.6089
8/5/2022,84.9158
8/6/2022,84.2597
8/7/2022,84.9375
8/8/2022,86.5567
8/9/2022,86.6456
8/10/2022,84.9474
8/11/2022,82.8619
8/12/2022,81.4196
8/13/2022,82.5851
8/14/2022,83.6319
8/15/2022,81.9541
8/16/2022,82.8716
8/17/2022,85.7843
8/18/2022,85.545
8/19/2022,89.8957
8/20/2022,90.2539
8/21/2022,89.6662
8/22/2022,91.4555
8/23/2022,90.0764
8/24/2022,87.4089
8/25/2022,87.2644
8/26/2022,85.6761
8/27/2022,85.4892
8/28/2022,87.0457
8/29/2022,87.4478
8/30/2022,88.1285
8/31/2022,88.3551
9/1/2022,90.6502
9/2/2022,88.521
9/3/2022,88.5114
9/4/2022,88.8211
9/5/2022,89.096
9/6/2022,90.617
9/7/2022,91.6513
9/8/2022,90.8874
9/9/2022,88.5439
9/10/2022,89.4923
9/11/2022,90.6972
9/12/2022,91.4296
9/13/2022,93.5396
9/14/2022,92.2182
9/15/2022,86.667
9/16/2022,82.7926
9/17/2022,79.3257
9/18/2022,80.7286
9/19/2022,80.88
9/20/2022,81.3362
9/21/2022,84.3463
9/22/2022,84.0878
9/23/2022,84.3481
9/24/2022,81.6981
9/25/2022,81.2817
9/26/2022,83.5452
9/27/2022,84.1344
9/28/2022,86.2669
9/29/2022,86.8755
9/30/2022,81.7542
10/1/2022,79.4371
10/2/2022,81.2155
10/3/2022,79.4898
10/4/2022,77.9405
10/5/2022,78.288
10/6/2022,76.8941
10/7/2022,74.0269
10/8/2022,71.5884
10/9/2022,72.7205
10/10/2022,75.3804
10/11/2022,76.796
10/12/2022,77.2607
10/13/2022,75.3604
10/14/2022,69.2408
10/15/2022,68.5306
10/16/2022,68.386
10/17/2022,66.3176
10/18/2022,66.989
10/19/2022,66.3248
10/20/2022,66.484
10/21/2022,67.0169
10/22/2022,66.5972
10/23/2022,67.7652
10/24/2022,68.7443
10/25/2022,71.3982
10/26/2022,73.9597
10/27/2022,71.4424
10/28/2022,65.8785
10/29/2022,67.7589
10/30/2022,70.2716
10/31/2022,71.2472
11/1/2022,70.8325
11/2/2022,69.1599
11/3/2022,63.1652
11/4/2022,65.7589
11/5/2022,65.4523
11/6/2022,64.6916
11/7/2022,67.9828
11/8/2022,94.7384
11/9/2022,124.9242
11/10/2022,105.0773
11/11/2022,109.0541
11/12/2022,110.8961
11/13/2022,116.7705
11/14/2022,106.8903
11/15/2022,98.388
11/16/2022,105.9794
11/17/2022,97.4751
11/18/2022,90.2061
11/19/2022,88.4364
11/20/2022,96.039
11/21/2022,98.7164
11/22/2022,96.9294
11/23/2022,90.9644
11/24/2022,87.3177
11/25/2022,82.418
11/26/2022,79.2243
11/27/2022,79.5217
11/28/2022,83.6974
11/29/2022,81.8803
11/30/2022,80.5483
12/1/2022,77.8832
12/2/2022,74.6303
12/3/2022,74.1215
12/4/2022,76.0645
12/5/2022,74.2169
12/6/2022,72.1788
12/7/2022,72.7896
12/8/2022,70.799
12/9/2022,70.2922
12/10/2022,72.5617
12/11/2022,75.1086
12/12/2022,75.6253
12/13/2022,74.7099
12/14/2022,71.5837
12/15/2022,67.0595
12/16/2022,69.3716
12/17/2022,74.3491
12/18/2022,76.2086
12/19/2022,74.6877
12/20/2022,72.3852
12/21/2022,70.5581
12/22/2022,67.665
12/23/2022,65.2533
12/24/2022,65.4059
12/25/2022,67.2479
12/26/2022,65.889
12/27/2022,65.6062
12/28/2022,65.4559
12/29/2022,64.2547
12/30/2022,59.9845
12/31/2022,57.6468
1/1/2023,56.6265
1/2/2023,56.0836
1/3/2023,56.5966
1/4/2023,51.5445
1/5/2023,52.4527
1/6/2023,51.5174
1/7/2023,50.5121
1/8/2023,50.9188
1/9/2023,52.912
1/10/2023,53.4904
1/11/2023,55.0333
1/12/2023,57.5657
1/13/2023,63.3285
1/14/2023,72.7205
1/15/2023,75.1788
1/16/2023,73.757
1/17/2023,71.4456
1/18/2023,69.9282
1/19/2023,65.8606
1/20/2023,62.4752
1/21/2023,68.9023
1/22/2023,67.5602
1/23/2023,69.085
1/24/2023,68.6485
1/25/2023,65.2547
1/26/2023,63.0368
1/27/2023,62.2004
1/28/2023,62.2004
1/29/2023,61.0527
1/30/2023,61.0527
1/31/2023,62.2067
2/1/2023,63.5882
2/2/2023,62.4135
2/3/2023,61.3342
2/4/2023,60.9463
2/5/2023,62.1034
2/6/2023,62.1089
2/7/2023,61.0252
2/8/2023,60.1707
2/9/2023,58.3403
2/10/2023,57.0997
2/11/2023,55.6031
2/12/2023,55.0196
2/13/2023,57.7929
2/14/2023,56.1444
2/15/2023,56.2185
2/16/2023,62.3919
2/17/2023,64.8248
2/18/2023,64.5287
2/19/2023,64.7783
2/20/2023,65.8546
2/21/2023,65.8173
2/22/2023,63.256
2/23/2023,60.2617
2/24/2023,56.8711
2/25/2023,53.5138
2/26/2023,54.8623
2/27/2023,54.4001
2/28/2023,53.5366
03/01/2023,55.8318
